date,country,confirmed_cases,active_cases,total_deaths,total_recoveries,new_cases,new_deaths,vaccination_rate
2021-11-28,Germany,25674560,3919638,516759,21238163,47184,1322,40.758702399489735
2021-11-29,Germany,25707059,3920689,517567,21268803,32499,808,40.87440744799438
2021-11-30,Germany,25746966,3925930,518653,21302383,39907,1086,40.947992797758516
2021-12-01,Germany,25790954,3928331,519665,21342958,43988,1012,41.064057983356925
2021-12-02,Germany,25844724,3932866,521171,21390687,53770,1506,41.187348722238625
2021-12-03,Germany,25881259,3936648,522255,21422356,36535,1084,41.24392575011312
2021-12-04,Germany,25931574,3943071,523086,21465417,50315,831,41.30237574178301
2021-12-05,Germany,25977632,3951075,523853,21502704,46058,767,41.39177973826501
2021-12-06,Germany,26022668,3956229,524451,21541988,45036,598,41.51896540570518
2021-12-07,Germany,26067566,3967908,525431,21574227,44898,980,41.59108335709511
2021-12-08,Germany,26111327,3971649,525932,21613746,43761,501,41.75394474207691
2021-12-09,Germany,26165278,3980140,527193,21657945,53951,1261,41.90028646660298
2021-12-10,Germany,26220902,3987588,527791,21705523,55624,598,42.06696812243351
2021-12-11,Germany,26261469,3992609,528421,21740439,40567,630,42.220888302228
2021-12-12,Germany,26314292,4002488,529869,21781935,52823,1448,42.38635414833583
2021-12-13,Germany,26373116,4011314,531078,21830724,58824,1209,42.52303571055197
2021-12-14,Germany,26428835,4013200,532470,21883165,55719,1392,42.584070213684335
2021-12-15,Germany,26496462,4030577,533798,21932087,67627,1328,42.74928362044714
2021-12-16,Germany,26556625,4042438,535298,21978889,60163,1500,42.8452195072314
2021-12-17,Germany,26613211,4044937,536534,22031740,56586,1236,42.99693788246189
2021-12-18,Germany,26675344,4051731,537670,22085943,62133,1136,43.09853482790935
2021-12-19,Germany,26739686,4069143,538770,22131773,64342,1100,43.15319335931462
2021-12-20,Germany,26807940,4075178,540209,22192553,68254,1439,43.2838002378812
2021-12-21,Germany,26864530,4090060,541281,22233189,56590,1072,43.47691998411686
2021-12-22,Germany,26925555,4093415,542163,22289977,61025,882,43.590803957372366
2021-12-23,Germany,26991285,4111167,544043,22336075,65730,1880,43.7530397782995
2021-12-24,Germany,27059624,4127365,545960,22386299,68339,1917,43.81745865605932
2021-12-25,Germany,27131239,4137914,547453,22445872,71615,1493,43.88862757380422
2021-12-26,Germany,27200009,4143929,548141,22507939,68770,688,43.951763758252156
2021-12-27,Germany,27274212,4152798,549192,22572222,74203,1051,44.013568544758286
2021-12-28,Germany,27347320,4170122,550805,22626393,73108,1613,44.17396157883556
2021-12-29,Germany,27418866,4186950,552378,22679538,71546,1573,44.335207251628205
2021-12-30,Germany,27484081,4194670,553424,22735987,65215,1046,44.40894970923311
2021-12-31,Germany,27556151,4210504,554757,22790890,72070,1333,44.57120599664734
